Name,Location,Duration,Destination,Class,Price ($),Distance (km),Aircraft Type
Asian Airlines,Sao Paulo,2:00,Reykjavik,Economy,308.4,6168,Embraer E190
Lufthansa,Johannesburg,10:20,St. Petersburg,First,607.8,3039,De Havilland Dash 8
Go First,Melbourne,3:30,Miami,Business,107.9,1079,Embraer E190
Star Lines,Toronto,9:20,Rio de Janeiro,Economy,206.95,4139,Boeing 737 MAX
LATAM Airlines,Oslo,7:00,Paris,Economy,184.2,3684,Airbus A220
Korean Air,Abu Dhabi,5:50,Manila,Economy,284.05,5681,Bombardier CRJ
Air International,Chennai,8:10,Moscow,Economy,226.65,4533,Boeing 757
Singapore Airlines,Abu Dhabi,7:00,Chicago,Economy,594.85,11897,Airbus A380
Etihad Airways,Ottawa,7:20,New York,Business,84.6,846,Boeing 777
Southwest Airlines,Paris,7:10,San Francisco,First,2669.6,13348,Embraer E190
Gulf Air,Chicago,6:00,Istanbul,First,1069.2,5346,Airbus A220
French Bee,Paris,1:00,Hanoi,Business,1065.8,10658,Airbus A220
Gulf Air,Buenos Aires,9:50,Kuala Lumpur,Business,179.6,1796,Bombardier CRJ
Alaska Airlines,Ho Chi Minh City,9:50,Moscow,Business,542.4,5424,Boeing 747
SAS Scandinavian Airlines,Lisbon,1:00,New York,Economy,540.55,10811,Boeing 777
British Airways,Dublin,8:10,Warsaw,Economy,446.55,8931,McDonnell Douglas MD-11
Qantas,Delhi,5:40,Milan,Business,189.6,1896,Airbus A321
Cathay Pacific,Nairobi,7:40,Reykjavik,Business,1392.3,13923,Boeing 777X
Royal Jordanian,Hong Kong,4:10,Abu Dhabi,First,1301.8,6509,Boeing 747
SAS Scandinavian Airlines,Vienna,12:10,San Francisco,First,2220.0,11100,Airbus A350
American Airlines,Madrid,8:30,Munich,Economy,749.1,14982,Boeing 737
Asian Airlines,Buenos Aires,3:20,Jakarta,First,1975.4,9877,McDonnell Douglas MD-11
Air France,Los Angeles,9:00,New York,Business,895.5,8955,Bombardier CRJ
Air Asia,Chicago,2:00,Johannesburg,Business,55.2,552,Boeing 767
Swiss International Air Lines,Brazil,9:30,Lyon,Business,1335.1,13351,Boeing 787
Korean Air,Tokyo,12:30,Vienna,Business,573.2,5732,Airbus A380
Etihad Airways,Moscow,8:10,Dhaka,First,1807.2,9036,Airbus A330neo
British Airways,Lisbon,1:50,Moscow,Business,1076.8,10768,Bombardier CRJ
Royal Jordanian,Edinburgh,12:00,Berlin,Business,1166.1,11661,Boeing 737
Indigoo,Shanghai,9:00,Reykjavik,Business,597.1,5971,McDonnell Douglas MD-11
French Bee,Kolkata,3:10,Dhaka,Economy,480.25,9605,Airbus A380
Cathay Pacific,Athens,5:50,Rome,Business,793.9,7939,Airbus A330neo
Malaysia Airlines,Hanoi,6:50,Vancouver,Economy,181.25,3625,Airbus A320
American Airlines,Bangkok,12:10,Abu Dhabi,First,634.4,3172,De Havilland Dash 8
Singapore Airlines,Berlin,8:00,Buenos Aires,Business,780.5,7805,Boeing 737 MAX
Qantas,Copenhagen,10:20,Cape Town,Economy,384.4,7688,Boeing 737 MAX
Southwest Airlines,Paris,6:30,Manchester,Business,1229.0,12290,De Havilland Dash 8
Korean Air,Copenhagen,8:30,Helsinki,First,1071.4,5357,Boeing 757
United Airlines,Mexico City,11:50,Israel,Business,82.6,826,McDonnell Douglas MD-11
Thai Airways,Delhi,6:10,St. Petersburg,First,1729.2,8646,Boeing 737
French Bee,Los Angeles,5:20,Vienna,First,1171.6,5858,Airbus A330
Asian Airlines,Chicago,10:10,Mexico City,Economy,730.75,14615,Airbus A330
Turkish Airlines,Delhi,2:40,Prague,First,665.8,3329,Boeing 777X
Alaska Airlines,Doha,2:40,Reykjavik,Business,1219.5,12195,Boeing 737 MAX
Airlines,Athens,5:20,Venice,Business,579.6,5796,ATR 72
Aeroflot,Rome,2:00,Toronto,First,2361.4,11807,Boeing 787
Aeroflot,Melbourne,5:50,Moscow,First,2143.2,10716,ATR 72
Southwest Airlines,Hong Kong,9:30,Hanoi,Economy,221.25,4425,Airbus A380
Swiss International Air Lines,New York,6:10,New York,First,272.8,1364,Boeing 777X
Air France,Manchester,2:20,Lyon,Economy,745.0,14900,McDonnell Douglas MD-80
LATAM Airlines,Bangkok,9:10,Amsterdam,Business,1066.5,10665,Airbus A220
Etihad Airways,Jakarta,8:20,Johannesburg,Economy,457.9,9158,Boeing 787
Singapore Airlines,Texas,12:20,Abu Dhabi,Business,228.9,2289,Boeing 747
Aeroflot,Hanoi,8:30,Moscow,First,571.0,2855,Boeing 757
X-Express,Texas,7:40,Warsaw,Economy,647.1,12942,Boeing 737
Iberia Airlines,Jakarta,1:20,Tokyo,First,851.0,4255,Boeing 777X
Japan Airlines,Toronto,5:50,Zurich,Business,959.0,9590,Airbus A380
Thai Airways,Ho Chi Minh City,10:10,Vancouver,Economy,702.65,14053,Boeing 737 MAX
French Bee,Manila,4:10,Buenos Aires,Business,813.0,8130,Boeing 777X
Easy Jet,Abu Dhabi,8:40,Helsinki,First,495.0,2475,Airbus A320
Qantas,Doha,11:00,Madrid,First,440.8,2204,Boeing 737 MAX
Cathay Pacific,Delhi,3:00,Johannesburg,First,2876.4,14382,Boeing 777
Singapore Airlines,Ottawa,9:40,Beijing,Economy,241.1,4822,Embraer E190
Air India,Sao Paulo,6:00,Athens,Economy,492.95,9859,Boeing 787-10
Air Canada,Ottawa,5:30,Oslo,Economy,432.85,8657,McDonnell Douglas MD-80
Airlines,Moscow,9:10,Toronto,First,820.8,4104,Boeing 777X
Space Jet,Lisbon,11:50,Sao Paulo,Economy,467.7,9354,Bombardier CRJ
LATAM Airlines,Doha,9:30,Moscow,Business,618.4,6184,ATR 72
Thai Airways,Los Angeles,7:40,Munich,First,1429.0,7145,Boeing 787-10
Air India,Mexico City,3:10,Delhi,First,652.8,3264,Embraer E190
Air Asia,Doha,1:20,Athens,First,811.6,4058,Boeing 787
Air India,Texas,2:40,Milan,Economy,348.8,6976,Airbus A330
Emirates,Chennai,9:10,Madrid,Economy,124.6,2492,McDonnell Douglas MD-80
Singapore Airlines,Mumbai,9:20,Rio de Janeiro,Economy,574.5,11490,Airbus A330neo
SAS Scandinavian Airlines,Zurich,5:30,Manila,Economy,37.1,742,Airbus A320
Vistara,Amsterdam,6:30,Budapest,First,2417.6,12088,Airbus A220
Gulf Air,Copenhagen,8:30,Oslo,Business,901.9,9019,Boeing 787-10
Turkish Airlines,Oslo,11:30,Venice,Economy,248.7,4974,Boeing 787-10
X-Express,Bangkok,2:00,Brussels,Economy,710.7,14214,Airbus A319
Cathay Pacific,Mumbai,12:10,Madrid,Business,950.8,9508,Boeing 737
Lufthansa,Johannesburg,5:00,Singapore,Business,605.5,6055,Airbus A320
LATAM Airlines,Mexico City,2:20,Dublin,Business,542.5,5425,Boeing 777X
Air Asia,Mumbai,1:30,Stockholm,Economy,656.8,13136,Boeing 777
Gulf Air,Buenos Aires,12:20,Manchester,Business,382.8,3828,McDonnell Douglas MD-11
Cathay Pacific,Berlin,12:10,Moscow,Economy,114.5,2290,McDonnell Douglas MD-11
Japan Airlines,Kuala Lumpur,1:30,Singapore,Business,448.9,4489,Airbus A319
Air India,Toronto,5:40,Rio de Janeiro,First,2473.0,12365,McDonnell Douglas MD-11
Airlines,Istanbul,11:30,Istanbul,First,2121.6,10608,Boeing 787
Star Lines,Mexico City,10:40,Reykjavik,Economy,697.6,13952,Boeing 767
United Airlines,Beijing,3:40,Mexico City,Business,800.1,8001,McDonnell Douglas MD-80
Airlines,Chicago,3:50,Dubai,First,901.0,4505,Bombardier CRJ
Air Canada,Manila,7:40,New York,Business,916.5,9165,Airbus A319
Swiss International Air Lines,Manchester,10:00,New York,First,1366.6,6833,Airbus A350
Air India,Zurich,6:40,Lyon,Business,1343.8,13438,Airbus A330
Etihad Airways,Delhi,3:30,Brussels,First,636.2,3181,ATR 72
Turkish Airlines,Hanoi,5:30,St. Petersburg,First,2192.0,10960,Airbus A350
Turkish Airlines,Jakarta,4:30,Helsinki,First,1159.2,5796,De Havilland Dash 8
Vistara,Manchester,2:00,Sao Paulo,Business,1357.4,13574,Boeing 737 MAX
Japan Airlines,Kolkata,5:10,Ho Chi Minh City,Economy,659.75,13195,Airbus A350
Gulf Air,Chicago,11:20,Munich,First,2719.8,13599,Airbus A350
Japan Airlines,Berlin,3:10,Manila,Business,59.3,593,Boeing 757
United Airlines,Cairo,6:40,Dublin,Economy,532.0,10640,De Havilland Dash 8
Royal Jordanian,Ho Chi Minh City,2:30,Munich,First,1487.4,7437,Boeing 737 MAX
Turkish Airlines,London,8:50,Dublin,Business,1170.3,11703,Embraer E190
Indigoo,Berlin,2:10,Doha,Economy,216.95,4339,McDonnell Douglas MD-11
Virgin Atlantic,Chennai,4:30,Delhi,First,2742.4,13712,Boeing 777
Iberia Airlines,Abu Dhabi,4:40,Buenos Aires,Business,1217.7,12177,Boeing 767
Aeroflot,Chennai,10:30,Singapore,Business,1232.0,12320,Boeing 747
United Airlines,Beijing,10:10,Athens,Economy,593.25,11865,Boeing 737 MAX
Star Lines,Madrid,4:10,Vancouver,Business,238.9,2389,Airbus A350
Emirates,Cairo,10:00,Jakarta,Business,948.2,9482,Airbus A320
Space Jet,Chennai,10:10,Mumbai,First,1580.8,7904,Airbus A321
American Airlines,Zurich,8:30,Athens,First,278.4,1392,Boeing 787
Turkish Airlines,Sydney,10:00,Milan,Business,1262.1,12621,ATR 72
Space Jet,Beijing,6:40,Lyon,First,2356.2,11781,Airbus A380
Indigoo,Dubai,4:50,Beijing,First,582.6,2913,Airbus A350
X-Express,Chennai,12:40,Athens,Economy,402.2,8044,Boeing 777X
SAS Scandinavian Airlines,Moscow,12:20,Manchester,First,991.2,4956,McDonnell Douglas MD-80
Cathay Pacific,Madrid,4:00,St. Petersburg,First,1898.0,9490,Airbus A319
Star Lines,Lisbon,10:30,Ho Chi Minh City,Economy,112.6,2252,Boeing 737
Easy Jet,Shanghai,3:30,Dublin,Economy,504.55,10091,Boeing 747
Lufthansa,Brisbane,6:20,Venice,Business,1176.6,11766,Boeing 777
Emirates,Toronto,10:30,Dubai,Economy,423.05,8461,Boeing 737 MAX
Qantas,Stockholm,8:50,Barcelona,First,1556.2,7781,Airbus A380
Turkish Airlines,Sydney,8:10,Abu Dhabi,Business,748.6,7486,Boeing 747
Alaska Airlines,Lisbon,8:10,Warsaw,Economy,701.6,14032,Airbus A320
Malaysia Airlines,Hanoi,10:50,Brussels,Business,919.4,9194,Boeing 737
Delta Airlines,Edinburgh,3:00,Jakarta,Economy,246.8,4936,Boeing 777
Alaska Airlines,Hanoi,8:30,Johannesburg,Business,697.2,6972,Boeing 777
Air Asia,Hong Kong,7:40,Paris,Business,1063.8,10638,De Havilland Dash 8
Star Lines,Singapore,3:40,Moscow,Economy,406.75,8135,Boeing 787-10
Royal Jordanian,Vienna,9:00,Warsaw,Business,596.8,5968,Airbus A319
Cathay Pacific,Los Angeles,6:30,Toronto,Economy,669.6,13392,ATR 72
Star Lines,Tokyo,3:40,Rio de Janeiro,Economy,291.75,5835,Boeing 757
Lufthansa,Jakarta,6:50,Nairobi,Economy,240.5,4810,Boeing 737 MAX
Go First,Oslo,7:10,Mumbai,Economy,715.3,14306,Boeing 787
Lufthansa,Manchester,9:30,Jakarta,Economy,639.3,12786,Boeing 737 MAX
Indigoo,Kolkata,8:20,Delhi,First,394.8,1974,Airbus A330neo
Air Canada,Athens,1:00,Mexico City,Economy,559.1,11182,Boeing 777X
Etihad Airways,Toronto,2:00,Dubai,Business,650.6,6506,ATR 72
Cathay Pacific,Dublin,9:10,Mexico City,Business,873.4,8734,McDonnell Douglas MD-80
Air India,Madrid,6:40,Geneva,Business,1056.7,10567,Boeing 757
Aeroflot,Amsterdam,9:30,Manchester,Economy,632.9,12658,ATR 72
Airlines,Vienna,4:00,Mumbai,Economy,745.0,14900,Boeing 777
Swiss International Air Lines,Sydney,3:40,Prague,First,1513.0,7565,Boeing 767
Indigoo,Ho Chi Minh City,4:10,San Francisco,Economy,64.35,1287,Boeing 787-10
Go First,Singapore,3:00,Moscow,Economy,176.35,3527,Boeing 777
Qatar Airways,Bangkok,2:20,Dublin,Economy,427.75,8555,McDonnell Douglas MD-11
American Airlines,Hong Kong,10:20,Zurich,First,1008.4,5042,McDonnell Douglas MD-11
LATAM Airlines,Los Angeles,2:20,San Francisco,First,2183.0,10915,Airbus A321
Southwest Airlines,Oslo,3:40,Berlin,Business,759.4,7594,Boeing 737 MAX
Japan Airlines,Toronto,4:20,Moscow,First,2124.0,10620,Boeing 737 MAX
Space Jet,Shanghai,5:30,Doha,Business,528.9,5289,Boeing 747
Singapore Airlines,Hanoi,11:40,Munich,Economy,244.65,4893,Airbus A321
Japan Airlines,Berlin,3:00,Madrid,First,2078.2,10391,Boeing 757
Korean Air,Rome,9:20,Jakarta,Economy,413.85,8277,Boeing 777X
Korean Air,Chennai,3:50,Paris,Economy,734.25,14685,Boeing 757
Singapore Airlines,Doha,9:10,Beijing,First,1245.0,6225,McDonnell Douglas MD-11
Air Asia,Paris,8:20,Cape Town,Business,1117.2,11172,Boeing 767
Cathay Pacific,Manchester,8:00,Sydney,Business,545.4,5454,Embraer E190
Indigoo,Toronto,1:50,Vienna,Economy,597.35,11947,Airbus A321
Lufthansa,Mexico City,9:30,Oslo,Business,1277.8,12778,Boeing 787-10
Singapore Airlines,Paris,5:20,Geneva,First,449.0,2245,Airbus A220
Vistara,Beijing,3:50,Berlin,Economy,685.5,13710,McDonnell Douglas MD-11
Air France,Istanbul,4:50,Paris,First,2379.0,11895,Airbus A330neo
Air International,Ho Chi Minh City,3:10,Lyon,First,1816.4,9082,Boeing 737
Swiss International Air Lines,Tokyo,12:10,Madrid,Economy,340.05,6801,Boeing 777
Aeroflot,Moscow,3:30,Buenos Aires,First,1344.4,6722,Airbus A330neo
Indigoo,Doha,9:20,Tokyo,First,2025.2,10126,Airbus A320
American Airlines,Seoul,10:10,Istanbul,Business,380.4,3804,Boeing 757
Air Canada,Melbourne,7:00,Vienna,First,2910.8,14554,De Havilland Dash 8
Qatar Airways,Doha,4:20,Rio de Janeiro,Business,496.6,4966,Airbus A321
LATAM Airlines,Moscow,7:30,St. Petersburg,Economy,520.9,10418,Boeing 777
Cathay Pacific,Brazil,5:30,Oslo,Economy,299.85,5997,Boeing 777X
Japan Airlines,Abu Dhabi,7:10,Dubai,Business,1290.2,12902,ATR 72
Space Jet,Doha,6:30,Paris,First,1948.0,9740,Boeing 777X
Lufthansa,Manila,11:20,Cairo,Business,430.3,4303,Boeing 757
Thai Airways,Bangkok,7:30,Sao Paulo,Economy,99.9,1998,ATR 72
United Airlines,Istanbul,3:50,Dhaka,First,822.0,4110,ATR 72
Air Canada,Jakarta,12:20,Nairobi,First,2650.0,13250,Airbus A380
Qatar Airways,Mexico City,10:10,Buenos Aires,Economy,118.65,2373,Airbus A330
Etihad Airways,Delhi,1:00,Munich,First,1138.2,5691,Boeing 787-10
Emirates,Vienna,8:00,Geneva,First,1111.4,5557,Boeing 747
Qantas,Rome,8:40,Toronto,First,635.4,3177,Boeing 757
Air Asia,Jakarta,2:40,Hong Kong,Economy,388.4,7768,Boeing 767
Air Asia,Manila,11:00,Athens,Economy,227.2,4544,McDonnell Douglas MD-11
Gulf Air,Toronto,5:10,Barcelona,Business,1409.2,14092,Boeing 787-10
Star Lines,Barcelona,6:40,Moscow,Business,1495.7,14957,Airbus A350
Lufthansa,Ho Chi Minh City,10:40,Milan,First,2287.6,11438,Airbus A330neo
Royal Jordanian,New York,3:50,Dubai,First,2477.8,12389,Airbus A380
Korean Air,Dubai,6:00,Tokyo,Business,1408.9,14089,Boeing 787-10
Alaska Airlines,Singapore,6:40,Geneva,Economy,528.95,10579,Airbus A380
Etihad Airways,Hong Kong,12:10,Beijing,Business,595.7,5957,McDonnell Douglas MD-11
Air International,Chicago,7:10,Amsterdam,Economy,632.35,12647,Boeing 767
Air International,Ho Chi Minh City,11:40,Zurich,Economy,418.3,8366,Boeing 737 MAX
Thai Airways,Hanoi,2:40,Bangkok,Business,437.3,4373,Airbus A321
Royal Jordanian,Oslo,10:10,Rome,First,1405.4,7027,Airbus A380
Lufthansa,Athens,8:50,Ho Chi Minh City,First,2469.8,12349,Airbus A321
Asian Airlines,Chicago,8:10,Doha,Business,234.0,2340,Boeing 757
Air International,Edinburgh,5:50,Munich,Economy,129.15,2583,Boeing 777
Thai Airways,Bangkok,12:50,Budapest,Business,528.3,5283,Airbus A330
Airlines,Sao Paulo,4:00,St. Petersburg,First,538.4,2692,Airbus A350
Japan Airlines,Ottawa,10:20,Dhaka,Economy,88.75,1775,Boeing 767
Singapore Airlines,Johannesburg,6:30,Zurich,Business,662.4,6624,De Havilland Dash 8
Air International,Madrid,7:30,Doha,First,1206.4,6032,Airbus A319
Malaysia Airlines,Rome,2:00,Israel,Business,215.5,2155,Airbus A350
United Airlines,Istanbul,3:30,Paris,Business,185.6,1856,Boeing 747
Etihad Airways,Tokyo,12:50,Rio de Janeiro,Business,1420.5,14205,Boeing 767
Thai Airways,Athens,12:20,Venice,Economy,632.65,12653,Boeing 757
Virgin Atlantic,Manila,5:00,Cape Town,First,1931.4,9657,Embraer E190
Gulf Air,Dublin,7:30,Dubai,First,2987.4,14937,Boeing 737
Air India,Seoul,3:20,New York,First,201.0,1005,Airbus A321
Asian Airlines,Ottawa,10:50,Amsterdam,Economy,110.35,2207,Boeing 757
Etihad Airways,Buenos Aires,7:10,Madrid,Economy,736.25,14725,Airbus A350
United Airlines,Copenhagen,1:20,Johannesburg,First,2712.8,13564,Bombardier CRJ
SAS Scandinavian Airlines,Shanghai,8:30,Brussels,Business,896.9,8969,Airbus A321
LATAM Airlines,Paris,4:30,Hong Kong,Business,820.2,8202,Airbus A380
Airlines,Hong Kong,2:30,Los Angeles,First,2008.4,10042,Boeing 787
Air Asia,Dublin,10:40,Venice,Business,495.4,4954,McDonnell Douglas MD-80
Etihad Airways,Zurich,9:50,Berlin,Business,1002.2,10022,Boeing 787-10
LATAM Airlines,Seoul,11:30,Athens,Economy,126.1,2522,Embraer E190
Alaska Airlines,Dublin,9:10,Beijing,Economy,470.7,9414,ATR 72
Delta Airlines,Jakarta,3:40,Budapest,Economy,143.75,2875,Bombardier CRJ
Aeroflot,Cairo,3:30,Cairo,Business,609.5,6095,Boeing 737
Royal Jordanian,Copenhagen,10:20,Hong Kong,Business,306.7,3067,Boeing 777X
Gulf Air,Beijing,5:00,St. Petersburg,Economy,247.1,4942,Boeing 777
X-Express,Manila,2:00,Dhaka,First,1945.0,9725,Airbus A350
United Airlines,Jakarta,11:40,Helsinki,Business,638.4,6384,Airbus A330
French Bee,Oslo,3:10,Munich,Business,1137.2,11372,ATR 72
Swiss International Air Lines,Brisbane,12:20,Rio de Janeiro,Economy,404.85,8097,Airbus A330
Air France,Melbourne,2:20,Tokyo,Economy,496.1,9922,Airbus A330neo
Qatar Airways,Nairobi,12:00,Moscow,Economy,49.3,986,Airbus A350
Korean Air,Kolkata,8:20,Manchester,Business,1389.7,13897,Boeing 787
Emirates,Brisbane,2:50,Mexico City,Business,784.4,7844,Boeing 777X
Qatar Airways,Seoul,10:30,Berlin,First,1219.4,6097,Boeing 737 MAX
Air India,Sydney,6:10,Sao Paulo,Business,559.5,5595,Airbus A321
Royal Jordanian,Toronto,3:50,Sydney,Business,384.7,3847,Boeing 777X
United Airlines,Los Angeles,5:30,Abu Dhabi,Business,985.3,9853,Airbus A380
Vistara,New York,7:10,Toronto,Economy,457.65,9153,McDonnell Douglas MD-80
Gulf Air,Singapore,11:40,Johannesburg,First,957.4,4787,Boeing 757
Go First,Rome,5:30,Berlin,Business,429.0,4290,Boeing 737
Swiss International Air Lines,Zurich,1:00,Vienna,Economy,396.15,7923,Airbus A220
Asian Airlines,Chennai,5:50,Rome,Business,818.8,8188,Boeing 737
Thai Airways,Chicago,3:30,Ho Chi Minh City,First,826.2,4131,Airbus A330neo
Qantas,Istanbul,9:50,Madrid,Business,559.5,5595,Boeing 787
Delta Airlines,Chicago,6:20,Dubai,Economy,234.6,4692,McDonnell Douglas MD-11
Southwest Airlines,Abu Dhabi,10:30,Sydney,Economy,395.65,7913,Airbus A350
Thai Airways,Moscow,8:10,Cairo,First,359.2,1796,Airbus A350
Vistara,Berlin,10:00,Amsterdam,Economy,69.0,1380,Airbus A321
Air India,Amsterdam,7:10,Prague,Economy,515.75,10315,Boeing 767
Air International,Doha,6:40,Cairo,Economy,608.9,12178,Airbus A321
United Airlines,Kuala Lumpur,12:20,Paris,First,1613.8,8069,Boeing 777
Emirates,Hong Kong,1:40,Munich,Economy,748.2,14964,McDonnell Douglas MD-80
Vistara,Brazil,3:10,Amsterdam,Business,725.1,7251,Bombardier CRJ
Asian Airlines,Paris,2:00,Cairo,First,1135.6,5678,McDonnell Douglas MD-11
Vistara,Cairo,9:00,Stockholm,Economy,617.15,12343,Airbus A319
Malaysia Airlines,Mexico City,7:20,Warsaw,Business,1318.0,13180,Boeing 787-10
Japan Airlines,Toronto,10:30,Helsinki,Business,295.1,2951,Bombardier CRJ
Thai Airways,Ottawa,4:20,Dubai,Business,749.5,7495,Airbus A321
British Airways,Nairobi,2:40,Kuala Lumpur,Business,984.5,9845,Boeing 777
Southwest Airlines,Melbourne,8:20,Chicago,First,1680.4,8402,Airbus A319
United Airlines,Madrid,4:20,Barcelona,First,2074.2,10371,Airbus A220
Royal Jordanian,Zurich,2:30,Warsaw,First,1690.2,8451,Airbus A380
Alaska Airlines,Chicago,5:20,Vancouver,Economy,506.25,10125,Airbus A321
Star Lines,Buenos Aires,2:10,Moscow,Economy,152.9,3058,Airbus A330
Royal Jordanian,Oslo,4:10,Helsinki,Economy,376.55,7531,Boeing 767
Aeroflot,Vienna,5:10,San Francisco,Economy,463.85,9277,McDonnell Douglas MD-11
Delta Airlines,Delhi,2:00,Manchester,First,1445.2,7226,Bombardier CRJ
Star Lines,Zurich,5:30,Bangkok,First,1967.4,9837,Boeing 767
Emirates,Paris,10:30,Dubai,First,1675.8,8379,McDonnell Douglas MD-80
Airlines,Cairo,7:30,Miami,Business,1316.9,13169,McDonnell Douglas MD-80
Turkish Airlines,Jakarta,9:10,Barcelona,First,1890.6,9453,Airbus A380
Singapore Airlines,Singapore,12:50,San Francisco,Economy,41.05,821,Embraer E190
Singapore Airlines,Lisbon,2:30,San Francisco,Business,982.1,9821,Airbus A220
Singapore Airlines,Kolkata,4:20,Geneva,First,1321.6,6608,Bombardier CRJ
Indigoo,Jakarta,12:40,Manila,First,2986.4,14932,Boeing 767
Royal Jordanian,London,12:40,Warsaw,Business,1215.8,12158,ATR 72
Etihad Airways,Barcelona,8:20,Cape Town,Economy,735.9,14718,Airbus A330
Qatar Airways,Chennai,11:40,Kuala Lumpur,Business,926.3,9263,Airbus A350
Aeroflot,Abu Dhabi,1:20,Brussels,First,267.0,1335,Embraer E190
Thai Airways,Doha,3:10,Sao Paulo,First,2777.6,13888,Boeing 787
Cathay Pacific,New York,12:20,Dubai,First,2637.4,13187,Embraer E190
Japan Airlines,Shanghai,12:10,Ho Chi Minh City,Business,1185.2,11852,Boeing 747
Air Canada,New York,9:50,Paris,Business,332.8,3328,McDonnell Douglas MD-11
Airlines,Athens,8:10,Reykjavik,First,370.2,1851,Airbus A319
SAS Scandinavian Airlines,Ho Chi Minh City,10:00,Barcelona,Economy,527.7,10554,Bombardier CRJ
Air France,Paris,7:00,Hong Kong,First,1480.0,7400,ATR 72
X-Express,Zurich,5:40,Chicago,Economy,639.8,12796,Airbus A330neo
Cathay Pacific,Athens,10:20,Delhi,Business,82.7,827,Airbus A330
American Airlines,Edinburgh,11:30,Dubai,Business,824.8,8248,Airbus A319
Delta Airlines,Seoul,8:00,Hanoi,First,2677.0,13385,Boeing 737
Royal Jordanian,Rome,2:10,Dhaka,Business,1132.6,11326,De Havilland Dash 8
British Airways,Buenos Aires,1:20,Dubai,Business,622.6,6226,McDonnell Douglas MD-11
Vistara,Singapore,8:10,Athens,First,542.6,2713,Boeing 787-10
Malaysia Airlines,Madrid,5:40,Chicago,Business,808.6,8086,Boeing 767
Air Asia,Istanbul,4:00,Paris,First,2561.4,12807,Embraer E190
Qantas,Bangkok,4:50,Sao Paulo,First,1367.8,6839,Boeing 757
Delta Airlines,Texas,9:10,Ho Chi Minh City,Economy,575.85,11517,Airbus A321
Delta Airlines,Kolkata,11:10,Dhaka,First,595.8,2979,Boeing 737
Iberia Airlines,Copenhagen,5:10,Hanoi,Economy,748.05,14961,Boeing 787-10
Etihad Airways,Ho Chi Minh City,2:50,Athens,Economy,154.2,3084,Boeing 757
Air Canada,Ho Chi Minh City,3:40,Dubai,First,2630.2,13151,Airbus A321
Royal Jordanian,Berlin,1:10,Dubai,Business,1000.9,10009,Airbus A220
SAS Scandinavian Airlines,Dublin,4:40,Helsinki,Economy,529.7,10594,McDonnell Douglas MD-11
Lufthansa,Delhi,9:10,Oslo,Business,154.1,1541,De Havilland Dash 8
Cathay Pacific,London,2:50,Lyon,First,1085.2,5426,Embraer E190
Go First,Mumbai,5:30,Venice,Business,753.4,7534,McDonnell Douglas MD-11
Singapore Airlines,Edinburgh,8:30,Nairobi,Business,351.7,3517,Airbus A330
Star Lines,Edinburgh,8:20,Miami,Business,690.2,6902,Airbus A321
Go First,Kuala Lumpur,3:00,Vancouver,First,1156.6,5783,Embraer E190
Singapore Airlines,Brazil,5:00,Israel,Business,276.3,2763,Airbus A321
Royal Jordanian,Singapore,8:20,Venice,Economy,548.7,10974,Airbus A319
Air France,Texas,11:50,Dublin,Economy,525.4,10508,Boeing 777
Singapore Airlines,Toronto,8:30,Oslo,Business,796.6,7966,Boeing 737 MAX
Virgin Atlantic,Zurich,2:10,Manila,Business,1467.9,14679,Boeing 737
Lufthansa,New York,5:10,Chicago,Economy,704.05,14081,Airbus A330
French Bee,Chicago,5:20,Milan,First,2065.4,10327,Airbus A220
Air France,Melbourne,9:40,Beijing,Business,797.2,7972,ATR 72
