text,label,relationship_stage,medium,trigger
Are you free to talk?,2,committed,phone,separation
I’m fed up with your games attitude.,1,early_dating,phone,happiness
Can we chill and start fresh?,6,married,email,separation
Let’s put this {conflict_noun} behind us.,6,early_dating,text,stress
We can’t keep having these {conflict_noun} fights.,1,committed,email,stress
I feel vulnerable when you meet up.,7,long_distance,in_person,happiness
Stop lying with me.,1,committed,email,separation
I’m sorry for my part in our {conflict_noun}.,6,married,in_person,milestone
"I want to share, but I need some everything reassurance first. 🤗",8,long_distance,text,stress
I don’t trust you when you catch up with others.,5,married,phone,milestone
Are you chat with them more than me?,5,married,phone,milestone
Can we hash out this calmly?,6,married,email,conflict
"I want to build with you, but I need some future clarity. 💡",8,committed,email,stress
You make my mi amor so beautiful.,4,early_dating,text,happiness
This games is tearing us apart.,1,committed,phone,conflict
I’m feeling overwhelmed by {topic}.,3,breaking_up,in_person,milestone
Your ignoring me is causing so much stress.,1,long_distance,email,stress
"Let’s chat this weekend, cool?",2,early_dating,phone,separation
"I can’t get enough of you, but I’m frustrated with our excuses. 😤",8,breaking_up,text,separation
Can we go over this calmly?,6,early_dating,in_person,conflict
"I feel so unsure opening up, but I trust you.",7,early_dating,phone,happiness
"I dream our time together, but I need some joy space. 🤗",8,early_dating,email,conflict
I don’t like it when you catch up with others.,5,breaking_up,email,happiness
Can we sort out this calmly?,6,breaking_up,text,happiness
Let’s catch up and see what happens.,2,married,text,stress
You’re the future of my dreams.,4,long_distance,email,happiness
Your fighting is causing so much stress.,1,long_distance,text,separation
You make every minute special.,4,married,email,conflict
I feel left out when you hang out with others.,5,early_dating,in_person,stress
"If you loved me, you’d prove it.",0,breaking_up,in_person,milestone
I’m wonderful when we’re together.,4,breaking_up,in_person,happiness
"You make me blessed, but your excuses is really cold. 😩",8,long_distance,text,conflict
You’re the perfect one for me.,4,breaking_up,email,conflict
Being with you is wonderful.,4,married,email,conflict
You’re the mi amor of my dreams.,4,married,email,stress
"I want to create with you, but I need you to {positive_action} more. 💕",8,early_dating,text,stress
Let’s work together to fix this.,6,early_dating,phone,milestone
I trust you with my deepest fears. Can we hang out?,7,breaking_up,text,separation
Are you free to hang out?,2,breaking_up,in_person,milestone
How’s your day going?,2,married,text,happiness
"I’m blessed about our future, but I need you to {positive_action} more. 🌟",8,committed,email,separation
"Let’s chill this weekend, cool?",2,married,phone,conflict
You’re making me feel unimportant on purpose.,0,early_dating,email,happiness
Can we catch up later?,2,long_distance,text,conflict
I’m so hurt about your attitude.,1,long_distance,email,stress
You’re my future and always will be.,4,married,in_person,milestone
Let’s catch up on vibe.,2,early_dating,phone,conflict
You keep blaming me and it’s annoying.,1,committed,in_person,stress
You’re so distant when you don’t get your way.,0,early_dating,phone,conflict
"You make me blessed, but your ignoring me is confusing. 😕",8,committed,in_person,happiness
You need to do what I say or else.,0,breaking_up,phone,milestone
"You’re my future, but I’m angry about this situation. 😔",8,married,email,separation
I’m willing to {compromise_action} if you are.,6,early_dating,in_person,milestone
You’re always shutting down and it’s exhausting.,1,early_dating,phone,happiness
"I cherish you, but I’m hurt by your blaming me. 😢",8,early_dating,text,conflict
I’m special when we’re together.,4,breaking_up,phone,happiness
You always lying to get your way.,0,early_dating,email,happiness
Let’s chat and find a solution.,6,long_distance,phone,separation
"If you loved me, you’d fix this.",0,early_dating,phone,separation
I feel insecure when you catch up with them.,5,long_distance,in_person,stress
I feel angry when you catch up with someone else.,5,early_dating,phone,milestone
I’m not sure if I’m doing this right. Can you {support_action} me?,7,long_distance,text,happiness
"I want to plan, but I need some joy time to think. 🕰️",8,long_distance,email,stress
Are you catch up with them more than me?,5,long_distance,email,stress
"You’re my everything, but I’m worried about our attitude. 😬",8,committed,in_person,stress
You’re so unfair when you don’t get your way.,0,early_dating,in_person,happiness
Want to join me for meet up?,2,early_dating,phone,conflict
"I want to build, but I’m still upset about your arguments. 😡",8,early_dating,in_person,conflict
Do this or I’ll walk away.,0,early_dating,text,separation
Can we talk about this {delay_time}?,3,early_dating,text,happiness
I’m worried about our future. Can we talk?,7,married,in_person,conflict
"I’m beautiful about our future, but I’m worried about secrets. 😬",8,breaking_up,email,conflict
"I dream our time together, but I’m frustrated about this games. 😩",8,breaking_up,text,stress
Can we hang out later?,2,breaking_up,phone,separation
I hate when we clashing. Can we hang out and fix this?,6,committed,text,milestone
Can we chat another time?,3,committed,phone,conflict
Let’s chat and see what happens.,2,long_distance,text,separation
"If you loved me, you’d fix this.",0,long_distance,text,conflict
Any plans for week?,2,breaking_up,phone,happiness
I don’t like it when you chat with others.,5,breaking_up,text,happiness
This arguments is tearing us apart.,1,married,email,happiness
How’s your day going with schedule?,2,early_dating,text,stress
I trust you with my deepest fears. Can we meet up?,7,committed,email,separation
Want to meet up soon?,2,breaking_up,text,milestone
I’m sorry for my part in our {conflict_noun}.,6,long_distance,in_person,milestone
I don’t like it when you catch up with others.,5,committed,text,milestone
Want to meet up soon?,2,long_distance,email,conflict
I hate when we fighting. Can we chat and fix this?,6,early_dating,phone,happiness
"If you really cared, you’d do this.",0,breaking_up,text,separation
"If you loved me, you’d fix this.",0,breaking_up,phone,stress
Why do you always catch up with them instead of me?,5,married,text,separation
"Let’s skip this for now, okay?",3,breaking_up,in_person,stress
Can we just talk and forget this secrets?,6,long_distance,in_person,milestone
I don’t trust you when you talk with others.,5,married,email,stress
I’m uncomfortable with you talk with them.,5,breaking_up,email,stress
You need to stop blaming me now.,1,committed,in_person,milestone
Let’s work together to fix this.,6,committed,email,milestone
"I dream our time together, but I’m angry about this games. 😩",8,married,text,happiness
You’re always blaming me and it’s exhausting.,1,breaking_up,email,stress
Let’s talk and see what happens.,2,committed,phone,stress
I think our dreams moments.,4,married,text,milestone
You’re my forever world.,4,breaking_up,email,conflict
Can we discuss this later?,3,early_dating,phone,separation
I need some time right now.,3,married,email,separation
Can we talk this calmly?,6,committed,phone,happiness
"You’re my future, always.I’m perfect with you by my side.",4,long_distance,in_person,separation
"You’re my everything, babe!",4,committed,email,separation
I need a break from {topic}.,3,breaking_up,phone,milestone
Can we chill later?,2,married,phone,stress
I feel vulnerable when you talk.,7,breaking_up,phone,stress
You need to do what I say or else.,0,early_dating,email,happiness
You need to do what I say or else.,0,married,in_person,separation
You’re my forever everything.,4,breaking_up,in_person,stress
Let’s create our heart together.,4,married,phone,happiness
I feel threatened by your chill with them.,5,committed,text,conflict
You’re so unfair when you don’t get your way.,0,breaking_up,in_person,stress
I’m committed to making this work.,6,married,in_person,stress
Are you free to catch up?,2,committed,text,milestone
You’re just trying to push the situation.,0,breaking_up,email,milestone
I’m so ignored with you right now!,1,committed,text,stress
You always blaming me to get your way.,0,early_dating,in_person,happiness
I don’t want to lose you. Let’s go over this.,6,early_dating,in_person,milestone
You’re so unfair when you don’t get your way.,0,married,text,stress
