id,text,label,Location,Purchase Frequency,Preferred Category,Loyalty Status,Device Used,Subscription Status,Feedback Sentiment Score,Days Since Last Purchase
746,Decent product for the price.,Negative,Houston,Low,Home Goods,Occasional,Mobile,Yes,-0.83,75
747,Absolutely love this! Worth every penny.,Neutral,New York,High,Toys,New,Tablet,Yes,-0.05,84
748,Not worth the money. Save your cash.,Positive,Phoenix,Medium,Electronics,Occasional,Mobile,Yes,0.75,43
749,"It works fine, nothing special though.",Negative,Philadelphia,Medium,Sports,Occasional,Desktop,No,-0.53,86
750,Great service and fast shipping!,Neutral,San Antonio,Low,Toys,Regular,Mobile,No,-0.14,41
751,The product is amazing! Highly recommend it.,Positive,Philadelphia,Medium,Home Goods,Regular,Desktop,Yes,0.78,76
752,"Terrible quality, would not buy again.",Negative,Phoenix,Low,Electronics,Regular,Tablet,Yes,-0.97,69
753,"It's okay, but could be better.",Neutral,Los Angeles,Low,Books,New,Tablet,Yes,-0.02,98
754,Best purchase ever! Love the features.,Positive,New York,Low,Clothing,New,Tablet,No,0.7,98
755,"The delivery was late, and the item was damaged.",Negative,Los Angeles,Medium,Home Goods,New,Mobile,Yes,-0.92,30
756,Decent product for the price.,Neutral,Chicago,Medium,Electronics,Regular,Mobile,Yes,-0.13,59
757,Absolutely love this! Worth every penny.,Positive,Los Angeles,Low,Toys,Occasional,Mobile,No,0.73,23
758,Not worth the money. Save your cash.,Negative,Los Angeles,Medium,Electronics,Occasional,Desktop,No,-0.94,57
759,"It works fine, nothing special though.",Neutral,Phoenix,Low,Books,Occasional,Tablet,Yes,-0.08,25
760,Great service and fast shipping!,Positive,Phoenix,Medium,Home Goods,Occasional,Mobile,Yes,0.54,48
761,The product is amazing! Highly recommend it.,Negative,Phoenix,High,Electronics,Occasional,Desktop,Yes,-0.85,70
762,"Terrible quality, would not buy again.",Neutral,Philadelphia,Medium,Sports,Regular,Mobile,Yes,0.01,42
763,"It's okay, but could be better.",Positive,Chicago,High,Home Goods,Regular,Desktop,No,0.87,29
764,Best purchase ever! Love the features.,Negative,Phoenix,High,Home Goods,Regular,Tablet,Yes,-0.58,85
765,"The delivery was late, and the item was damaged.",Neutral,New York,Medium,Toys,Regular,Mobile,No,-0.06,71
766,Decent product for the price.,Positive,Philadelphia,Medium,Clothing,Regular,Tablet,Yes,0.97,45
767,Absolutely love this! Worth every penny.,Negative,Houston,High,Sports,Regular,Mobile,Yes,-0.88,41
768,Not worth the money. Save your cash.,Neutral,New York,Medium,Books,Regular,Desktop,No,-0.17,73
769,"It works fine, nothing special though.",Positive,San Antonio,Low,Electronics,Occasional,Tablet,Yes,0.96,63
770,Great service and fast shipping!,Negative,San Antonio,High,Clothing,New,Mobile,Yes,-0.73,47
771,The product is amazing! Highly recommend it.,Neutral,New York,Medium,Toys,New,Mobile,No,-0.06,1
772,"Terrible quality, would not buy again.",Positive,Phoenix,Low,Clothing,Regular,Tablet,No,0.95,95
773,"It's okay, but could be better.",Negative,Houston,Medium,Home Goods,Regular,Desktop,No,-0.61,20
774,Best purchase ever! Love the features.,Neutral,Houston,Medium,Home Goods,Regular,Tablet,Yes,0.13,92
775,"The delivery was late, and the item was damaged.",Positive,Philadelphia,Medium,Books,New,Mobile,Yes,0.65,19
776,Decent product for the price.,Negative,Houston,Medium,Sports,Occasional,Tablet,No,-0.56,65
777,Absolutely love this! Worth every penny.,Neutral,San Antonio,Medium,Electronics,Regular,Tablet,Yes,0.06,93
778,Not worth the money. Save your cash.,Positive,Chicago,Medium,Electronics,New,Desktop,No,0.87,74
779,"It works fine, nothing special though.",Negative,Phoenix,Medium,Toys,Regular,Desktop,No,-0.84,36
780,Great service and fast shipping!,Neutral,Houston,Medium,Books,New,Tablet,No,-0.1,23
781,The product is amazing! Highly recommend it.,Positive,Philadelphia,Medium,Electronics,Regular,Desktop,Yes,0.7,82
782,"Terrible quality, would not buy again.",Negative,San Antonio,Medium,Sports,Regular,Desktop,No,-0.71,29
783,"It's okay, but could be better.",Neutral,Chicago,Medium,Home Goods,Occasional,Mobile,No,0.07,92
784,Best purchase ever! Love the features.,Positive,Los Angeles,Medium,Books,New,Desktop,No,0.75,44
785,"The delivery was late, and the item was damaged.",Negative,Los Angeles,High,Clothing,New,Tablet,No,-0.65,7
786,Decent product for the price.,Neutral,Chicago,Low,Books,Occasional,Tablet,Yes,0.08,31
787,Absolutely love this! Worth every penny.,Positive,San Antonio,Low,Books,Regular,Mobile,Yes,0.83,38
788,Not worth the money. Save your cash.,Negative,Philadelphia,Medium,Sports,Occasional,Mobile,Yes,-0.87,66
789,"It works fine, nothing special though.",Neutral,Chicago,High,Sports,New,Mobile,Yes,-0.02,79
790,Great service and fast shipping!,Positive,Phoenix,Low,Electronics,Occasional,Tablet,No,0.88,22
791,The product is amazing! Highly recommend it.,Negative,Phoenix,Low,Toys,Occasional,Tablet,Yes,-0.56,75
792,"Terrible quality, would not buy again.",Neutral,Los Angeles,Low,Toys,Occasional,Desktop,Yes,0.0,54
793,"It's okay, but could be better.",Positive,Houston,Medium,Sports,Occasional,Mobile,Yes,0.99,54
794,Best purchase ever! Love the features.,Negative,Philadelphia,Low,Electronics,Occasional,Desktop,Yes,-0.91,83
795,"The delivery was late, and the item was damaged.",Neutral,Los Angeles,Medium,Electronics,Occasional,Desktop,No,-0.11,6
796,Decent product for the price.,Positive,Houston,Medium,Electronics,New,Tablet,No,0.73,73
797,Absolutely love this! Worth every penny.,Negative,Houston,High,Sports,Occasional,Desktop,Yes,-0.75,62
798,Not worth the money. Save your cash.,Neutral,Phoenix,Medium,Toys,Occasional,Mobile,No,-0.03,29
799,"It works fine, nothing special though.",Positive,San Antonio,Low,Electronics,Regular,Mobile,Yes,0.72,43
800,Great service and fast shipping!,Negative,New York,Medium,Sports,Regular,Tablet,No,-0.76,67
801,The product is amazing! Highly recommend it.,Neutral,San Antonio,High,Clothing,New,Tablet,Yes,-0.07,62
802,"Terrible quality, would not buy again.",Positive,New York,Medium,Clothing,Regular,Tablet,Yes,0.57,13
803,"It's okay, but could be better.",Negative,Chicago,High,Home Goods,New,Mobile,Yes,-0.52,64
804,Best purchase ever! Love the features.,Neutral,Phoenix,High,Clothing,Occasional,Tablet,Yes,0.12,47
805,"The delivery was late, and the item was damaged.",Positive,Houston,Low,Books,Occasional,Mobile,No,0.91,60
806,Decent product for the price.,Negative,Philadelphia,Medium,Home Goods,New,Desktop,No,-0.82,15
807,Absolutely love this! Worth every penny.,Neutral,New York,Low,Clothing,Occasional,Tablet,No,-0.04,5
808,Not worth the money. Save your cash.,Positive,San Antonio,Medium,Books,New,Tablet,Yes,0.97,69
809,"It works fine, nothing special though.",Negative,Houston,Low,Clothing,Regular,Tablet,Yes,-0.51,2
810,Great service and fast shipping!,Neutral,New York,Medium,Sports,Occasional,Mobile,No,0.18,38
811,The product is amazing! Highly recommend it.,Positive,New York,High,Books,Occasional,Desktop,Yes,0.82,94
812,"Terrible quality, would not buy again.",Negative,New York,Low,Electronics,Regular,Tablet,No,-0.88,54
813,"It's okay, but could be better.",Neutral,Philadelphia,High,Sports,Occasional,Desktop,Yes,0.04,92
814,Best purchase ever! Love the features.,Positive,Phoenix,Low,Books,Occasional,Tablet,Yes,0.79,39
815,"The delivery was late, and the item was damaged.",Negative,Philadelphia,Low,Sports,New,Mobile,No,-0.55,96
816,Decent product for the price.,Neutral,Los Angeles,High,Electronics,Regular,Desktop,No,-0.08,20
817,Absolutely love this! Worth every penny.,Positive,Houston,Medium,Books,Occasional,Desktop,No,0.6,20
818,Not worth the money. Save your cash.,Negative,Phoenix,Medium,Books,Regular,Tablet,Yes,-0.87,29
819,"It works fine, nothing special though.",Neutral,Phoenix,Low,Sports,Occasional,Desktop,No,-0.1,35
820,Great service and fast shipping!,Positive,Phoenix,Medium,Clothing,Occasional,Mobile,Yes,0.82,32
821,The product is amazing! Highly recommend it.,Negative,San Antonio,Medium,Books,Occasional,Desktop,Yes,-0.59,17
822,"Terrible quality, would not buy again.",Neutral,Phoenix,Medium,Clothing,Occasional,Desktop,Yes,-0.05,51
823,"It's okay, but could be better.",Positive,Philadelphia,Medium,Books,Regular,Desktop,No,0.59,8
824,Best purchase ever! Love the features.,Negative,Phoenix,High,Toys,Regular,Desktop,Yes,-0.83,21
825,"The delivery was late, and the item was damaged.",Neutral,Chicago,Medium,Home Goods,Regular,Tablet,Yes,0.02,23
826,Decent product for the price.,Positive,Houston,High,Clothing,Occasional,Tablet,No,0.83,51
827,Absolutely love this! Worth every penny.,Negative,Phoenix,Medium,Clothing,New,Desktop,Yes,-0.73,91
828,Not worth the money. Save your cash.,Neutral,Houston,Medium,Electronics,Regular,Desktop,Yes,-0.1,6
829,"It works fine, nothing special though.",Positive,Chicago,Low,Toys,Regular,Mobile,Yes,0.96,52
830,Great service and fast shipping!,Negative,Chicago,Medium,Electronics,Occasional,Tablet,No,-0.78,8
831,The product is amazing! Highly recommend it.,Neutral,Houston,High,Toys,Occasional,Tablet,Yes,-0.02,99
832,"Terrible quality, would not buy again.",Positive,New York,Low,Toys,Regular,Tablet,No,0.98,69
833,"It's okay, but could be better.",Negative,Los Angeles,Low,Sports,Regular,Desktop,Yes,-0.57,33
834,Best purchase ever! Love the features.,Neutral,San Antonio,Medium,Sports,Regular,Tablet,Yes,0.12,62
835,"The delivery was late, and the item was damaged.",Positive,New York,Low,Sports,Regular,Mobile,Yes,0.59,65
836,Decent product for the price.,Negative,New York,High,Books,Regular,Mobile,Yes,-0.58,63
837,Absolutely love this! Worth every penny.,Neutral,Philadelphia,High,Electronics,Regular,Mobile,Yes,-0.02,88
838,Not worth the money. Save your cash.,Positive,San Antonio,Medium,Home Goods,Occasional,Mobile,Yes,0.6,32
839,"It works fine, nothing special though.",Negative,San Antonio,Low,Toys,Occasional,Mobile,No,-0.5,55
840,Great service and fast shipping!,Neutral,New York,Medium,Toys,Regular,Tablet,No,-0.13,33
841,The product is amazing! Highly recommend it.,Positive,Phoenix,Medium,Clothing,Occasional,Desktop,No,0.96,38
842,"Terrible quality, would not buy again.",Negative,Philadelphia,High,Books,Occasional,Desktop,No,-1.0,2
843,"It's okay, but could be better.",Neutral,Philadelphia,Medium,Home Goods,New,Desktop,No,-0.02,81
844,Best purchase ever! Love the features.,Positive,Chicago,Medium,Sports,Regular,Desktop,Yes,0.51,10
845,"The delivery was late, and the item was damaged.",Negative,San Antonio,Medium,Toys,Occasional,Tablet,Yes,-0.54,66
846,Decent product for the price.,Neutral,New York,High,Clothing,Occasional,Tablet,Yes,-0.15,76
847,Absolutely love this! Worth every penny.,Positive,Chicago,Medium,Electronics,Regular,Tablet,No,0.84,94
848,Not worth the money. Save your cash.,Negative,Houston,Medium,Toys,New,Mobile,Yes,-0.68,15
849,"It works fine, nothing special though.",Neutral,Los Angeles,Low,Clothing,Occasional,Desktop,Yes,0.11,87
850,Great service and fast shipping!,Positive,Philadelphia,Medium,Electronics,Occasional,Tablet,Yes,0.87,82
851,The product is amazing! Highly recommend it.,Negative,Houston,Medium,Books,Regular,Tablet,No,-0.98,61
852,"Terrible quality, would not buy again.",Neutral,Houston,Medium,Sports,Regular,Tablet,No,-0.04,31
853,"It's okay, but could be better.",Positive,Phoenix,Medium,Electronics,Occasional,Desktop,Yes,0.66,38
854,Best purchase ever! Love the features.,Negative,Los Angeles,Low,Toys,Regular,Desktop,Yes,-0.51,29
855,"The delivery was late, and the item was damaged.",Neutral,Houston,Low,Home Goods,Occasional,Mobile,Yes,0.11,78
856,Decent product for the price.,Positive,Houston,Low,Electronics,Regular,Mobile,Yes,0.85,43
857,Absolutely love this! Worth every penny.,Negative,Los Angeles,Low,Home Goods,Occasional,Mobile,Yes,-0.78,23
858,Not worth the money. Save your cash.,Neutral,Los Angeles,Medium,Home Goods,Occasional,Desktop,Yes,0.16,25
859,"It works fine, nothing special though.",Positive,Houston,Low,Electronics,Regular,Mobile,No,0.51,28
860,Great service and fast shipping!,Negative,Los Angeles,Low,Books,Occasional,Mobile,Yes,-0.89,99
861,The product is amazing! Highly recommend it.,Neutral,Houston,High,Electronics,Occasional,Tablet,No,0.08,94
862,"Terrible quality, would not buy again.",Positive,Houston,Medium,Clothing,Regular,Desktop,Yes,0.75,91
863,"It's okay, but could be better.",Negative,Phoenix,Medium,Sports,Regular,Mobile,No,-0.73,72
864,Best purchase ever! Love the features.,Neutral,New York,Medium,Home Goods,Regular,Mobile,No,-0.03,83
865,"The delivery was late, and the item was damaged.",Positive,Houston,Medium,Sports,Regular,Desktop,No,0.58,1
866,Decent product for the price.,Negative,Chicago,Low,Toys,New,Mobile,No,-0.92,20
867,Absolutely love this! Worth every penny.,Neutral,Philadelphia,High,Home Goods,Occasional,Desktop,Yes,-0.08,94
868,Not worth the money. Save your cash.,Positive,San Antonio,Low,Toys,Regular,Desktop,Yes,0.73,29
869,"It works fine, nothing special though.",Negative,New York,Medium,Clothing,Regular,Desktop,Yes,-0.59,8
870,Great service and fast shipping!,Neutral,New York,Medium,Clothing,Regular,Mobile,Yes,-0.02,62
871,The product is amazing! Highly recommend it.,Positive,New York,Medium,Sports,Occasional,Mobile,Yes,0.95,14
872,"Terrible quality, would not buy again.",Negative,Phoenix,Medium,Clothing,Regular,Mobile,Yes,-0.94,38
873,"It's okay, but could be better.",Neutral,Houston,Medium,Electronics,Occasional,Desktop,Yes,-0.09,3
874,Best purchase ever! Love the features.,Positive,Phoenix,Low,Home Goods,Regular,Mobile,Yes,0.54,3
875,"The delivery was late, and the item was damaged.",Negative,Houston,Medium,Toys,New,Tablet,No,-0.74,55
876,Decent product for the price.,Neutral,Phoenix,High,Sports,Regular,Desktop,No,-0.16,78
877,Absolutely love this! Worth every penny.,Positive,Phoenix,High,Sports,Occasional,Mobile,No,0.9,21
878,Not worth the money. Save your cash.,Negative,Philadelphia,Low,Clothing,Occasional,Desktop,Yes,-0.98,35
879,"It works fine, nothing special though.",Neutral,Chicago,Medium,Clothing,Occasional,Mobile,Yes,-0.01,44
880,Great service and fast shipping!,Positive,Phoenix,High,Toys,Occasional,Desktop,Yes,0.71,44
881,The product is amazing! Highly recommend it.,Negative,Philadelphia,Medium,Home Goods,Occasional,Tablet,Yes,-0.9,43
882,"Terrible quality, would not buy again.",Neutral,Los Angeles,Medium,Home Goods,Occasional,Desktop,No,0.03,41
883,"It's okay, but could be better.",Positive,Chicago,High,Sports,Occasional,Desktop,Yes,0.69,27
884,Best purchase ever! Love the features.,Negative,Phoenix,High,Toys,New,Desktop,Yes,-0.9,92
885,"The delivery was late, and the item was damaged.",Neutral,San Antonio,Medium,Sports,Occasional,Mobile,No,0.13,28
886,Decent product for the price.,Positive,New York,Medium,Books,New,Desktop,Yes,0.83,5
887,Absolutely love this! Worth every penny.,Negative,Los Angeles,Medium,Home Goods,Regular,Mobile,No,-0.99,43
888,Not worth the money. Save your cash.,Neutral,Los Angeles,Medium,Toys,Occasional,Desktop,Yes,0.0,63
889,"It works fine, nothing special though.",Positive,Philadelphia,Low,Toys,New,Mobile,No,0.64,39
890,Great service and fast shipping!,Negative,Los Angeles,Low,Sports,Regular,Mobile,Yes,-0.54,10
891,The product is amazing! Highly recommend it.,Neutral,Chicago,Medium,Clothing,New,Mobile,Yes,0.09,63
892,"Terrible quality, would not buy again.",Positive,Phoenix,Low,Toys,Regular,Mobile,Yes,0.81,9
893,"It's okay, but could be better.",Negative,Phoenix,Medium,Sports,New,Desktop,Yes,-0.96,84
894,Best purchase ever! Love the features.,Neutral,San Antonio,Medium,Electronics,Occasional,Desktop,Yes,0.17,93
895,"The delivery was late, and the item was damaged.",Positive,New York,Medium,Clothing,Regular,Mobile,No,0.57,29
896,Decent product for the price.,Negative,Philadelphia,Medium,Clothing,New,Mobile,No,-0.77,28
897,Absolutely love this! Worth every penny.,Neutral,New York,High,Home Goods,Regular,Mobile,No,0.07,11
898,Not worth the money. Save your cash.,Positive,Los Angeles,Low,Books,Regular,Tablet,Yes,0.75,85
899,"It works fine, nothing special though.",Negative,San Antonio,Medium,Home Goods,Regular,Tablet,Yes,-0.56,99
900,Great service and fast shipping!,Neutral,New York,High,Electronics,Occasional,Desktop,Yes,0.13,87
901,The product is amazing! Highly recommend it.,Positive,Chicago,Medium,Sports,New,Tablet,Yes,0.57,93
902,"Terrible quality, would not buy again.",Negative,Phoenix,Medium,Clothing,Regular,Tablet,Yes,-0.69,15
903,"It's okay, but could be better.",Neutral,Los Angeles,High,Clothing,Occasional,Mobile,Yes,-0.18,81
904,Best purchase ever! Love the features.,Positive,San Antonio,Low,Toys,Regular,Mobile,Yes,0.86,24
905,"The delivery was late, and the item was damaged.",Negative,New York,Medium,Books,Occasional,Tablet,Yes,-0.63,35
906,Decent product for the price.,Neutral,Philadelphia,Medium,Books,Regular,Tablet,No,-0.06,61
907,Absolutely love this! Worth every penny.,Positive,Chicago,Low,Toys,Regular,Tablet,Yes,0.89,20
908,Not worth the money. Save your cash.,Negative,Chicago,High,Electronics,Regular,Mobile,Yes,-0.67,58
909,"It works fine, nothing special though.",Neutral,New York,High,Books,Occasional,Desktop,No,0.0,63
910,Great service and fast shipping!,Positive,Phoenix,Medium,Clothing,New,Tablet,No,0.73,75
911,The product is amazing! Highly recommend it.,Negative,New York,Low,Electronics,Occasional,Desktop,No,-0.95,94
912,"Terrible quality, would not buy again.",Neutral,Los Angeles,Low,Home Goods,Regular,Desktop,Yes,0.01,60
913,"It's okay, but could be better.",Positive,New York,Medium,Home Goods,Occasional,Tablet,Yes,0.58,39
